Unnamed: 0,barangay,name_original,address,address_clean,major_division,sub_division,category,data_source,open_hours,close_hours,latitude,longitude,district
242,Greater Lagro,Greater Lagro Health Center,"Blk, 47, Lot 1, Ascension Avenue, Brgy. Greater Lagro","Blk, 47, Lot 1, Ascension Avenue, Barangay Greater Lagro, Quezon City, Philippines",Health centers,,Health center pharmacy,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.71452302,121.067183,5.0
243,Greater Lagro,aces aba intervention learning and assessment center,"blk 50, lot 45, noche buena cor. pabasa st., greater lagro, quezon city, ncr, 1100","blk 50, lot 45, noche buena corner pabasa Street, greater lagro, quezon city, ncr, 1100, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,,,5.0
244,Gulod,vtr ventures inc.,"bldg 4 doors 1 & 16-17, del nacia bldg.,, forest hill drive, gulod, quezon city, ncr, 1117","bldg 4 doors 1 & 16-17, del nacia Building, forest hill drive, gulod, quezon city, ncr, 1117, Philippines",Long-term care and rehabilitation services,,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.71633229,121.0421831,5.0
245,Gulod,prime care physiotherapy and rehabilitation center co.,"793, novaliches general hospital, quirino highway, gulod, quezon city, ncr, 1117","793, novaliches general hospital, quirino highway, gulod, quezon city, ncr, 1117, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,5:00PM,14.709474,121.0390468,5.0
246,Gulod,Villareal,"3rd floor Old Barangay Hall Building, Quirino Highway, Brgy. Gulod","3rd floor Old Barangay Hall Building, Quirino Highway, Barangay Gulod, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.71350568,121.0401028,5.0
247,Gulod,Don Crispulo,"Bering St. cor Don Crispulo Street, Area V, Brgy. Gulod","Bering Street corner Don Crispulo Street, Area V, Barangay Gulod, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.71150515,121.045224,5.0
248,Gulod,Nitang,# 47 Nitang Avenue Brgy Gulod,"# 47 Nitang Avenue Barangay Gulod, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.71295602,121.042349,5.0
249,Gulod,POCC (Holy Trinity),"Nenita Extn. POCC Compound Area VI, Brgy. Gulod","Nenita Extension POCC Compound Area VI, Barangay Gulod, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7134709,121.0402729,5.0
250,Gulod,"holy child academy, inc.","10, london drive, gulod, quezon city, ncr, 1117","10, london drive, gulod, quezon city, ncr, 1117, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",6:00AM,5:00PM,14.7166679,121.0393972,5.0
251,Gulod,Joan of Arc,"2nd Floor HOA Bldg., Victoria St. Joan of Arc, Brgy. Gulod","2nd Floor HOA Building, Victoria Street Joan of Arc, Barangay Gulod, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,5.0
252,Gulod,Florentina,"Interior Florentina St. Castro Compound, Brgy. Gulod","Interior Florentina Street Castro Compound, Barangay Gulod, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.71014024,121.0433474,5.0
253,Gulod,Gulod,"#47 Villaflor Village, Brgy. Gulod","#47 Villaflor Village, Barangay Gulod, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.7119571,121.0385017,5.0
254,Gulod,Golden HOA I,"Ground flr. Golden HOA Livelihood Center Building, Golden HOA Area, Brgy Gulod","Ground Floor Golden HOA Livelihood Center Building, Golden HOA Area, Barangay Gulod, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7134709,121.0402729,5.0
255,Holy Spirit,Betty Go Belmonte Super,"2nd Flr. 12 Artillery Road, Brgy. Holy Spirit","2nd Floor 12 Artillery Road, Barangay Holy Spirit, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.6821557,121.0785305,2.0
256,Holy Spirit,Kasiyahan,"Kasiyahan Covered Court, Brgy. Holy Spirit","Kasiyahan Covered Court, Barangay Holy Spirit, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.683899,121.076458,2.0
257,Holy Spirit,hoscomco academy inc.,"blk. 6, lot 20, faustino st., isidora hills, holy spirit, quezon city, ncr, 1127","blk. 6, lot 20, faustino Street, isidora hills, holy spirit, quezon city, ncr, 1127, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.68360549,121.076752,2.0
258,Holy Spirit,Betty Go Belmonte Lying–In Clinic,"Artillery Road, Garcia Heights, Brgy. Holy Spirit","Artillery Road, Garcia Heights, Barangay Holy Spirit, Quezon City, Philippines",Health centers,,LGU-run lying-in clinics,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.6821557,121.0785305,2.0
259,Holy Spirit,Bahay Aruga for Abandoned Elderly,"YWCA Building, Don Victorino Street in Don Antonio Heights, Barangay Holy Spirit, Quezon City","YWCA Building, Don Victorino Street in Don Antonio Heights, Barangay Holy Spirit, Quezon City, Philippines",Older persons care,,Bahay Aruga for Abandoned Elderly,"Data_QC Caring Cities Tracker, QC LGU Services&Locations",,,14.6821557,121.0785305,2.0
260,Holy Spirit,Sto. Niño,"Side of Sto. Niño Covered Court, Brgy. Holy Spirit","Side of Sto. Niño Covered Court, Barangay Holy Spirit, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6915137,121.0798184,2.0
261,Holy Spirit,Veterans,"6 Faustino St., Brgy Holy Spirit","6 Faustino Street, Barangay Holy Spirit, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.68381281,121.0764422,2.0
262,Holy Spirit,Mapayapa,"Area 7 Nawasa Line, Brgy. Holy Spirit","Area 7 Nawasa Line, Barangay Holy Spirit, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6821557,121.0785305,2.0
263,Holy Spirit,Betty Go Belmonte Super Health Centers,"2nd Floor, 12 Artillery Road Brgy. Holy Spirit","2nd Floor, 12 Artillery Road Barangay Holy Spirit, Quezon City, Philippines",Health centers,,Super health care centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.6821557,121.0785305,2.0
264,Holy Spirit,Zebra,"San Simon St. (back of Brgy. Annex), Brgy. Holy Spirit","San Simon Street (back of Barangay Annex), Barangay Holy Spirit, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6898722,121.0849414,2.0
265,Holy Spirit,Betty Go-Belmonte Super Health Center,"2nd Flr. 12 Artillery Road, Brgy. Holy Spirit","2nd Floor 12 Artillery Road, Barangay Holy Spirit, Quezon City, Philippines",Health centers,,Health center pharmacy,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.6821557,121.0785305,2.0
266,Holy Spirit,Sto. Domingo,"Republic Chapel (inside the gate), Brgy. Holy Spirit","Republic Chapel (inside the gate), Barangay Holy Spirit, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6821557,121.0785305,2.0
267,Holy Spirit,St. Catherine,"St. Catherine St., Brgy. Holy Spirit","Street Catherine Street, Barangay Holy Spirit, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,2.0
268,Holy Spirit,Kaligtasan,"120 Don Vicente Kaligtasan St., Brgy. Holy Spirit","120 Don Vicente Kaligtasan Street, Barangay Holy Spirit, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.67707351,121.0775547,2.0
269,Holy Spirit,christian family centre school foundation inc.,"58, sto domingo, holy spirit, quezon city, ncr, 1127","58, sto domingo, holy spirit, quezon city, ncr, 1127, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.68743899,121.085391,2.0
270,Holy Spirit,Barangay Complex,"Don Faustino St., (inside Barangay Hall compound) Brgy. Holy Spirit","Don Faustino Street, (inside Barangay Hall compound) Barangay Holy Spirit, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6821557,121.0785305,2.0
271,Holy Spirit,three g playhub and therapy center,"unit 3-b , no. 70 holy spirit drive cor. paraluman st., isidora hills, holy spirit, quezon city, ncr, 1127","unit 3-b , 70 holy spirit drive corner paraluman Street, isidora hills, holy spirit, quezon city, ncr, 1127, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,6:00PM,14.68348449,121.0781116,2.0
272,Holy Spirit,Holy Spirit,"373 Sta. Catalina St., Brgy. Holy Spirit","373 Sta. Catalina Street, Barangay Holy Spirit, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.68943799,121.083765,2.0
273,Horseshoe,Horseshoe,"Brgy. Horsehoe Bgy. Hall, Sunset Drive","Barangay Horsehoe Barangay Hall, Sunset Drive, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.61102843,121.0433513,4.0
274,Immaculate Concepcion,F. Manalo,F. Manalo St. Brgy. Immaculate Concepcion,"F. Manalo Street Barangay Immaculate Concepcion, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.622284,121.048552,4.0
275,Immaculate Concepcion,Hillcrest,"Hillcrest St., Cubao (sidewalk) Brgy. Immaculate Concepcion","Hillcrest Street, Cubao (sidewalk) Barangay Immaculate Concepcion, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.62413548,121.0404923,4.0
276,Immaculate Concepcion,cubbie play and learning center,"unit 201, redgold building, 1840 e.rodriguez sr. ave., immaculate concepcion, quezon city, ncr, 1111","unit 201, redgold building, 1840 e.rodriguez sr. Avenue, immaculate concepcion, quezon city, ncr, 1111, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,14.6222,121.045,4.0
277,Immaculate Concepcion,brain master diagnostic center,"unit 6 g/f, corner complex bldg. , 12 new york ave., cubao, immaculate concepcion, quezon city, ncr, 1111","unit 6 g/f, corner complex Building , 12 new york Avenue, cubao, immaculate concepcion, quezon city, ncr, 1111, Philippines",Long-term care and rehabilitation services,,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,,,4.0
278,Kaligayahan,Mockingbird,"Barangay Kaligayahan Hall, Mockingbird St. Zabarte Subd., Brgy. Kaligayahan","Barangay Kaligayahan Hall, Mockingbird Street Zabarte Subdivision, Barangay Kaligayahan, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.73752546,121.0519651,5.0
279,Kaligayahan,Tawid Sapa II,"Zone 1 cor. Sampalucan St., Tawid Sapa, Brgy. Kaligayahan","Zone 1 corner Sampalucan Street, Tawid Sapa, Barangay Kaligayahan, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7271887,121.0444338,5.0
280,Kaligayahan,Tawid Sapa I,"Blk. 10 Phase 1, Kalinga Tawid Sapa, Brgy. Kaligayahan","Blk. 10 Phase 1, Kalinga Tawid Sapa, Barangay Kaligayahan, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7271887,121.0444338,5.0
281,Kaligayahan,Bistekville 2,"1st Flr Bistekville II Multi-Purpose Hall Building, Brgy. Kaligayahan","1st Flr Bistekville II Multi-Purpose Hall Building, Barangay Kaligayahan, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7271887,121.0444338,5.0
282,Kaligayahan,mobilitypro physical therapy clinic,"4th floor rm. 4 and 5, tobit bldg, zabarte road, kaligayahan, quezon city, ncr, 1124","4th floor Room 4 and 5, tobit bldg, zabarte road, kaligayahan, quezon city, ncr, 1124, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.73724348,121.0474823,5.0
283,Kaligayahan,mobilitypro physical therapy clinic,"4th floor rm. 4 and 5, tobit bldg, zabarte road, kaligayahan, quezon city, ncr, 1124","4th floor Room 4 and 5, tobit bldg, zabarte road, kaligayahan, quezon city, ncr, 1124, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.73724348,121.0474823,5.0
284,Kaligayahan,cudiamat medical corp.,"jdc building, blk. 5, lot 9, zabarte road , hobart village, kaligayahan, quezon city, ncr, 1124","jdc building, blk. 5, lot 9, zabarte road , hobart village, kaligayahan, quezon city, ncr, 1124, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.7360599,121.0476525,5.0
285,Kaligayahan,Kaligayahan,"58 Kingfisher St., Zabarte Subd.,, Brgy. Kaligayahan","58 Kingfisher Street, Zabarte Subdivision, Barangay Kaligayahan, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.73453941,121.0500914,5.0
286,Kaligayahan,Junji,"Junji Street, Rolling Hills Western Village, Brgy. Kaligayahan","Junji Street, Rolling Hills Western Village, Barangay Kaligayahan, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.73240967,121.0506567,5.0
287,Kaligayahan,Kingfisher,Kingfisher St. Zabarte Subd. Brgy. Kaligayahan (beside Kaligayahan Health Center),"Kingfisher Street Zabarte Subdivision Barangay Kaligayahan (beside Kaligayahan Health Center), Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.73453941,121.0500914,5.0
288,Kalusugan,"st. joseph's college of quezon city, inc.","295, e rodriguez sr. ave, kalusugan, quezon city, ncr, 1124","295, e rodriguez sr. ave, kalusugan, quezon city, ncr, 1124, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.62228541,121.0256057,4.0
289,Kamuning,Kamuning,"Bgy. Hall, #113 Kamuning Rd. Brgy. Kamuning","Barangay Hall, #113 Kamuning Road Barangay Kamuning, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.63018301,121.043739,4.0
290,Kamuning,gcr psychometrics center,"unit 303, jp yambao bldg, #52 kamuning road, kamuning, quezon city, ncr, 1103","unit 303, jp yambao bldg, #52 kamuning road, kamuning, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.6283386,121.0379957,4.0
291,Kamuning,Kamuning Super Health Centers,"19 T. Gener St. corner K5th St., Brgy. Kamuning","19 T. Gener Street corner K5th Street, Barangay Kamuning, Quezon City, Philippines",Health centers,,Super health care centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.62611929,121.0369858,4.0
