,barangay,district,name_original,address,address_clean,major_division,sub_division,category,data_source,open_hours,close_hours,latitude,longitude
656,Tandang Sora,6,Banlat,"13 Daffodil St. cor. Daisy St., Del Nacia 1 Village, Brgy. Tandang Sora","13 Daffodil Street corner Daisy Street, Del Nacia 1 Village, Barangay Tandang Sora, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.6793484,121.0339209
657,Tandang Sora,6,st. mark integrated school inc.,"#3, gloria ii subd., tandang sora, quezon city, ncr, 1116","#3, gloria ii Subdivision, tandang sora, quezon city, ncr, 1116, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,14.67661389,121.042736
658,Tandang Sora,6,r.a.k therapeutic clinic,"unit e 3rd flr. , cayman square building , 195 tandang sora avenue , tandang sora, quezon city, ncr, 1116","unit e 3rd Floor , cayman square building , 195 tandang sora avenue , tandang sora, quezon city, ncr, 1116, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",10:00AM,9:00PM,14.67658401,121.037975
659,Tandang Sora,6,Banlat Health Center,"13 Daffodil St. cor. Daisy St., Del Nacia 1 Village, Brgy. Tandang Sora","13 Daffodil Street corner Daisy Street, Del Nacia 1 Village, Barangay Tandang Sora, Quezon City, Philippines",Health centers,#N/A,Health center pharmacy,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.6793484,121.0339209
660,Tandang Sora,6,Carmel V,"37 Taurus St., Carmel V","37 Taurus Street, Carmel V, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
661,Tandang Sora,6,Apo Ville,"Multi-Purpose Hall Delta Vill. Ext., Tandang Sora","Multi-Purpose Hall Delta Village Extension, Tandang Sora, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6802544,121.0406533
662,Tandang Sora,6,catholic filipino academy (cfa) inc.,"81, pantabangan street, nia village, tandang sora, quezon city, ncr, 1116","81, pantabangan street, nia village, tandang sora, quezon city, ncr, 1116, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",6:00AM,5:00PM,14.68860898,121.047244
663,Tatalon,4,Manunggal I,Manunggal St. Brgy. Tatalon,"Manunggal Street Barangay Tatalon, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.62203101,121.0141846
664,Tatalon,4,norwich brent cedric school inc.,"# 8, agno ext., tatalon, quezon city, ncr, 1113","# 8, agno Extension, tatalon, quezon city, ncr, 1113, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.62674802,121.0130763
665,Tatalon,4,Tatalon,"33 Victory Ave., Brgy. Tatalon","33 Victory Avenue, Barangay Tatalon, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.62180233,121.0124449
666,Tatalon,4,play avenue therapy center co.,"unit 405, elements at quezon ave. bldg.,, #560 quezon ave., tatalon, quezon city, ncr, 1113","unit 405, elements at quezon Avenue Building, #560 quezon Avenue, tatalon, quezon city, ncr, 1113, Philippines",Long-term care and rehabilitation services,#N/A,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,5:00PM,#N/A,#N/A
667,Tatalon,4,Manunggal II,"#15 Senior Citizen Bldg., Manunggal St. Brgy. Tatalon","#15 Senior Citizen Building, Manunggal Street Barangay Tatalon, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6238209,121.0140205
668,Teachers Village East,4,motion-line physical therapy clinic,"unit 3, 99 suite maginhawa bldg., maginhawa st., teachers village east, quezon city, ncr, 1101","unit 3, 99 suite maginhawa Building, maginhawa Street, teachers village east, quezon city, ncr, 1101, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,9:00PM,#N/A,#N/A
669,U. P. Campus,4,Amorsolo II,"Barangay Hall Compd., Pook Amorsolo Brgy. UP Campus","Barangay Hall Compd., Pook Amorsolo Barangay UP Campus, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
670,U. P. Campus,4,Pook Daang Tubo,Pook Daang Tubo Brgy. UP Campus,"Pook Daang Tubo Barangay UP Campus, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
671,U. P. Campus,4,Pook Village B,Pook Village B Brgy. UP Campus,"Pook Village B Barangay UP Campus, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
672,U. P. Campus,4,Amorsolo,"Barangay Hall Compd., Pook Amorsolo Brgy. UP Campus","Barangay Hall Compd., Pook Amorsolo Barangay UP Campus, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
673,U. P. Campus,4,Pook Libis,Pook Libis Brgy. UP Campus,"Pook Libis Barangay UP Campus, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
674,Ugong Norte,3,whealthcare systems opc,"stall #3 and 4, greenmeadows park, lovebird street, greenmeadows i, ugong norte, quezon city, ncr, 1110","stall #3 and 4, greenmeadows park, lovebird street, greenmeadows i, ugong norte, quezon city, ncr, 1110, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,10:00PM,14.596,121.067
675,Unang Sigaw,6,Unang Sigaw,3 North Diversion Rd. Balintawak,"3 North Diversion Road Balintawak, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
676,Valencia,4,acuholistic health center,"unit no. ug-08, winland tower residences , 39 granada street cor. valencia street, valencia, quezon city, ncr, 1112","unit ug-08, winland tower residences , 39 granada street corner valencia street, valencia, quezon city, ncr, 1112, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:30AM,4:30AM,14.6124722,121.0354737
677,Vasra,1,Vasra I,40 Forestry St.,"40 Forestry Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.65977467,121.0455666
678,Vasra,1,bodylite center inc.,"g/f, jade palace, #33 visayas ave., vasra, quezon city, ncr, 1128","g/f, jade palace, #33 visayas Avenue, vasra, quezon city, ncr, 1128, Philippines",Long-term care and rehabilitation services,#N/A,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.6600776,121.0444835
679,Vasra,1,Vasra II,40 Forestry St.,"40 Forestry Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.65977467,121.0455666
680,Veterans Village,1,Veterans Village,#3 Palomaria St. cor. Bansalangin St.,"#3 Palomaria Street corner Bansalangin Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6533197,121.024622
681,Veterans Village,1,shepherd's hand learning center of quezon city inc.,"27, rose  st. area 9-b, veterans village, pasong tamo, quezon city, ncr, 1107","27, rose Street area 9-b, veterans village, pasong tamo, quezon city, ncr, 1107, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",7:00AM,7:00PM,#N/A,#N/A
682,Veterans Village,1,Project 7,"39 Bansalangin St., Brgy Veterans Village","39 Bansalangin Street, Barangay Veterans Village, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.65347,121.024564
683,Villa Maria Clara,3,Villa Maria Clara,"Barangay Hall, Rajah Matanda, Brgy. Villa Maria Clara","Barangay Hall, Rajah Matanda, Barangay Villa Maria Clara, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
684,West Kamias,3,West Kamias,"2nd Flr. Barangay Hall, 2 K 10th St., , Brgy. West Kamias","2nd Floor Barangay Hall, 2 K 10th Street, Barangay West Kamias, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6288775,121.0483045
685,West Kamias,3,badges therapy center,"24-a, k-8th, west kamias, quezon city, ncr, 1102","24-a, k-8th, west kamias, quezon city, ncr, 1102, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.63022852,121.0496115
686,West Triangle,1,les cheveux salon and spa,"# 68, west ave., west triangle, quezon city, ncr, 1104","# 68, west Avenue, west triangle, quezon city, ncr, 1104, Philippines",Long-term care and rehabilitation services,#N/A,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,#N/A,#N/A
687,#N/A,1,Sitio Sto. Cristo,#25 Sitio Sto. Cristo,"#25 Sitio Sto. Cristo, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
688,Baesa,6,Quezon City Human Milk Bank,"General Hospital, Seminary Rd, Project 8, Quezon City, Metro Manila","General Hospital, Seminary Rd, Project 8, Quezon City, Metro Manila, Philippines",Health centers,#N/A,Human milk bank,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.66488756,121.0152911
689,Batasan Hills,2,#N/A,"SB Park Batasan Road, Barangay Batasan Hills, Quezon City","SB Park Batasan Road, Barangay Batasan Hills, Quezon City, Philippines",Quezon City satellite offices for services,#N/A,District 2,"Data_QC Caring Cities Tracker, QC LGU Services&Locations",#N/A,#N/A,14.69086675,121.0954236
690,Central,4,Doña Nicasia,"689 Matapang St., Doña Nicasia Subd.","689 Matapang Street, Doña Nicasia Subdivision, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.64031314,121.0492598
691,Central,4,Philippine Heart Center,"East Avenue, Diliman","Philippine Heart Center East Avenue, Diliman, Quezon City, Philippines",Health centers,#N/A,National government-owned hospitals,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.6441499,121.0459581
692,Central,4,National Kidney and Transplant Institute,"East Avenue, Diliman","National Kidney and Transplant Institute East Avenue, Diliman, Quezon City, Philippines",Health centers,#N/A,National government-owned hospitals,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.6473447,121.0451401
693,Central,4,East Avenue Medical Center,"East Avenue, Diliman","East Avenue Medical Center East Avenue, Diliman, Quezon City, Philippines",Health centers,#N/A,National government-owned hospitals,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.6421432,121.0479837
694,Central,4,QC Migrants Resource center,Quezon city Hall,"Quezon city Hall, Philippines",Trainings,#N/A,QC Migrants Resource Center,"Data_QC Caring Cities Tracker, QC Migrant Workers Training",#N/A,#N/A,14.64667,121.0498
695,E. Rodriguez,3,aba limitless' discovery' therapy center,"room 201, bbb property rental, #22 purdue st., e. rodriguez, quezon city, ncr, 1102","room 201, bbb property rental, #22 purdue Street, e. rodriguez, quezon city, ncr, 1102, Philippines",Long-term care and rehabilitation services,#N/A,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.6271309,121.0527052
696,E. Rodriguez,3,Ermin Garcia,"53 Cambridge St., Cubao","53 Cambridge Street, Cubao, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.62632201,121.052336
697,E. Rodriguez,3,aba limitless' discovery' therapy center,"room 201, bbb property rental, #22 purdue st., e. rodriguez, quezon city, ncr, 1102","room 201, bbb property rental, #22 purdue Street, e. rodriguez, quezon city, ncr, 1102, Philippines",Long-term care and rehabilitation services,#N/A,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.6271309,121.0527052
698,E. Rodriguez,3,ls agile pt services opc,"unit 3c, st. martin building, 17 west point street, e. rodriguez, quezon city, ncr, 1102","unit 3c, Street martin building, 17 west point street, e. rodriguez, quezon city, ncr, 1102, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.62575645,121.0512639
699,E. Rodriguez,3,"stella maris college, inc.","891, cambridge st., cubao, e. rodriguez, quezon city, ncr, 1102","891, cambridge Street, cubao, e. rodriguez, quezon city, ncr, 1102, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.6267326,121.0522188
700,E. Rodriguez,3,spa meraki opc,"mezzanine flr., coronet commercial  theatre building, imperial st. cubao, e. rodriguez, quezon city, ncr, 1102","mezzanine Floor, coronet commercial theatre building, imperial Street cubao, e. rodriguez, quezon city, ncr, 1102, Philippines",Long-term care and rehabilitation services,#N/A,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.62603887,121.0518412
701,Lourdes,1,Philippine Orthopedic Center,Maria Clara cor. Banawe Street,"Philippine Orthopedic Center Maria Clara corner Banawe Street, Quezon City, Philippines",Health centers,#N/A,National government-owned hospitals,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.6276131,121.0031984
702,Marilag,3,#N/A,"25 Calderon St., Barangay Marilag Project 4","25 Calderon Street, Barangay Marilag Project 4, Quezon City, Philippines",Quezon City satellite offices for services,#N/A,District 3,"Data_QC Caring Cities Tracker, QC LGU Services&Locations",#N/A,#N/A,14.62865792,121.0707373
703,Milagrosa,3,Quirino Memorial Medical Center,"JP Rizal cor. P. Tuazon Sts, Project 4","Quirino Memorial Medical Center JP Rizal corner P. Tuazon Sts, Project 4, Quezon City, Philippines",Health centers,#N/A,National government-owned hospitals,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.6222558,121.0706595
704,Paligsahan,4,#N/A,"#65 Scout Reyes Archival Building, Barangay Paligsahan","#65 Scout Reyes Archival Building, Barangay Paligsahan, Quezon City, Philippines",Quezon City satellite offices for services,#N/A,District 4,"Data_QC Caring Cities Tracker, QC LGU Services&Locations",#N/A,#N/A,14.6319589,121.0224652
705,Quirino 3-A,3,re-life physiotherapy services,"gf, anonas prime square building, 100 anonas street, project 3, quirino 3a, quezon city, ncr, 1102","gf, anonas prime square building, 100 anonas street, project 3, quirino 3a, quezon city, ncr, 1102, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",10:00AM,7:00PM,14.6289,121.065
706,San Antonio,1,#N/A,"Capillan St. cor. Piopongco, Barangay San Antonio","Capillan Street corner Piopongco, Barangay San Antonio, Quezon City, Philippines",Quezon City satellite offices for services,#N/A,District 1,"Data_QC Caring Cities Tracker, QC LGU Services&Locations",#N/A,#N/A,14.6506826,121.0165848
