name_original,address,address_clean,barangay,district,major_division,sub_division,category,source_reference,open_hours,close_hours,longitude,latitude,frequency_mon_fri,frequency_saturday,frequency_sunday,bus_route,data_source
Good Shepherd Cathedral School,"Omega Ave., Dor. Rado St., Fairview Subd., QC","Omega Avenue, Dor. Rado Street, Fairview Subdivision, Quezon City, Philippines",Fairview,5.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0652889,14.6971485,,,,,Administrative data
Good Shepherd Cathedral School,"Omega Ave., Dor. Rado St., Fairview Subd., QC","Omega Avenue, Dor. Rado Street, Fairview Subdivision, Quezon City, Philippines",Fairview,5.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0652889,14.6971485,,,,,Administrative data
"Goodstart Educational Ctr., Inc.","7 Dumaguete, Phil-Am Life Homes, QC","7 Dumaguete, Phil-Am Life Homes, Quezon City, Philippines",Phil-Am,1.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0315761,14.6511534,,,,,Administrative data
"Goodwill Academy, Inc.","B1, Goodwill Homes I, Nova., QC","B1, Goodwill Homes I, Nova., Quezon City, Philippines",Novaliches Proper,5.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
"Goodwill Academy, Inc.","B1, Goodwill Homes I, Nova., QC","B1, Goodwill Homes I, Nova., Quezon City, Philippines",Novaliches Proper,5.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
"Goodwill Academy, Inc.","B1, Goodwill Homes I, Nova., QC","B1, Goodwill Homes I, Nova., Quezon City, Philippines",Novaliches Proper,5.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
Goodwill ES,,,Bagbag,5.0,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",,,121.027984,14.696656,,,,,Administrative data
Gospel Christian School Inc. (GCSI),"Area 9, Luzon Ave., Brgy. Pasong Tamo, QC","Area 9, Luzon Avenue, Barangay Pasong Tamo, Quezon City, Philippines",Pasong Tamo,6.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.069113,14.675381,,,,,Administrative data
Gospel Christian School Inc. (GCSI),"Area 9, Luzon Ave., Brgy. Pasong Tamo, QC","Area 9, Luzon Avenue, Barangay Pasong Tamo, Quezon City, Philippines",Pasong Tamo,6.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.069113,14.675381,,,,,Administrative data
Gospel Christian School Inc. (GCSI),"Area 9, Luzon Ave., Brgy. Pasong Tamo, QC","Area 9, Luzon Avenue, Barangay Pasong Tamo, Quezon City, Philippines",Pasong Tamo,6.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.069113,14.675381,,,,,Administrative data
Gospel Christian School Inc. (GCSI),"Area 9, Luzon Ave., Brgy. Pasong Tamo, QC","Area 9, Luzon Avenue, Barangay Pasong Tamo, Quezon City, Philippines",Pasong Tamo,6.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.069113,14.675381,,,,,Administrative data
"Gospel Light Christian Academy of Quezon City, Inc.","23 Matahimik cor. V. Luna Rd., Brgy. Malaya, QC","23 Matahimik corner V. Luna Road, Barangay Malaya, Quezon City, Philippines",Malaya,4.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0553214,14.6364906,,,,,Administrative data
"Gospel Light Christian Academy of Quezon City, Inc.","23 Matahimik cor. V. Luna Rd., Brgy. Malaya, QC","23 Matahimik corner V. Luna Road, Barangay Malaya, Quezon City, Philippines",Malaya,4.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0553214,14.6364906,,,,,Administrative data
"Gospel Light Christian Academy of Quezon City, Inc.","23 Matahimik cor. V. Luna Rd., Brgy. Malaya, QC","23 Matahimik corner V. Luna Road, Barangay Malaya, Quezon City, Philippines",Malaya,4.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0553214,14.6364906,,,,,Administrative data
Grace and Favor Christian School Inc. (Frmrly: King Solomon Christian School International),"#662 G. Araneta Ave., Brgy. Tatalon, Quezon City","662 G. Araneta Avenue, Barangay Tatalon, Quezon City, Philippines",Tatalon,4.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.014693,14.627284,,,,,Administrative data
Grace and Favor Christian School Inc. (Frmrly: King Solomon Christian School International),"#662 G. Araneta Ave., Brgy. Tatalon, Quezon City","662 G. Araneta Avenue, Barangay Tatalon, Quezon City, Philippines",Tatalon,4.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.014693,14.627284,,,,,Administrative data
Grace and Favor Christian School Inc. (Frmrly: King Solomon Christian School International),"#662 G. Araneta Ave., Brgy. Tatalon, Quezon City","662 G. Araneta Avenue, Barangay Tatalon, Quezon City, Philippines",Tatalon,4.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.014693,14.627284,,,,,Administrative data
Grace and Favor Christian School Inc. (Frmrly: King Solomon Christian School International),"#662 G. Araneta Ave., Brgy. Tatalon, Quezon City","662 G. Araneta Avenue, Barangay Tatalon, Quezon City, Philippines",Tatalon,4.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.014693,14.627284,,,,,Administrative data
Grace Christian College,"Sto Domingo St., Brgy. A. Samson, Grace Vill., QC","Sto Domingo Street, Barangay A. Samson, Grace Village, Quezon City, Philippines",Sto. Domingo (Matalahib),1.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
Grace Christian College,"Sto Domingo St., Brgy. A. Samson, Grace Vill., QC","Sto Domingo Street, Barangay A. Samson, Grace Village, Quezon City, Philippines",Sto. Domingo (Matalahib),1.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
Grace Christian College,"Sto Domingo St., Brgy. A. Samson, Grace Vill., QC","Sto Domingo Street, Barangay A. Samson, Grace Village, Quezon City, Philippines",Sto. Domingo (Matalahib),1.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
Grace Christian College,"Sto Domingo St., Brgy. A. Samson, Grace Vill., QC","Sto Domingo Street, Barangay A. Samson, Grace Village, Quezon City, Philippines",Sto. Domingo (Matalahib),1.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
Grace Flous School - Main,"103 Katuparan St., Brgy. Comm., QC","103 Katuparan Street, Barangay Comm., Quezon City, Philippines",Commonwealth,2.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0915679,14.6964182,,,,,Administrative data
Grace Flous School - Main,"103 Katuparan St., Brgy. Comm., QC","103 Katuparan Street, Barangay Comm., Quezon City, Philippines",Commonwealth,2.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0915679,14.6964182,,,,,Administrative data
Grace Flous School - Main,"103 Katuparan St., Brgy. Comm., QC","103 Katuparan Street, Barangay Comm., Quezon City, Philippines",Commonwealth,2.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0915679,14.6964182,,,,,Administrative data
Grace Montessori School of Nova.,"8 Abelardo St., Doña Rosario Subd., Nova, Q.C.","8 Abelardo Street, Doña Rosario Subdivision, Nova, Quezon City, Philippines",Novaliches Proper,5.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0361594,14.7214273,,,,,Administrative data
Grace Montessori School of Nova.,"8 Abelardo St., Doña Rosario Subd., Nova, Q.C.","8 Abelardo Street, Doña Rosario Subdivision, Nova, Quezon City, Philippines",Novaliches Proper,5.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0361594,14.7214273,,,,,Administrative data
Grace Montessori School of Nova.,"8 Abelardo St., Doña Rosario Subd., Nova, Q.C.","8 Abelardo Street, Doña Rosario Subdivision, Nova, Quezon City, Philippines",Novaliches Proper,5.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0361594,14.7214273,,,,,Administrative data
"Great Minds Mont. Sch., Inc. (Frmrly Golden Minds Mont.S)","#229-A Don Pedro St., Kapalaran Subd., Holy Spirit, QC","229-A Don Pedro Street, Kapalaran Subdivision, Holy Spirit, Quezon City, Philippines",Holy Spirit,2.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0755938,14.682273,,,,,Administrative data
"Great Minds Mont. Sch., Inc. (Frmrly Golden Minds Mont.S)","#229-A Don Pedro St., Kapalaran Subd., Holy Spirit, QC","229-A Don Pedro Street, Kapalaran Subdivision, Holy Spirit, Quezon City, Philippines",Holy Spirit,2.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0755938,14.682273,,,,,Administrative data
"Greencrest Learning Ctr., Inc.","# 4 A-Garcia Ave., Doña Faustino Subd., San Bartolome, Nova., QC","4 A-Garcia Avenue, Doña Faustino Subdivision, San Bartolome, Nova., Quezon City, Philippines",San Bartolome,5.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
"Greencrest Learning Ctr., Inc.","# 4 A-Garcia Ave., Doña Faustino Subd., San Bartolome, Nova., QC","4 A-Garcia Avenue, Doña Faustino Subdivision, San Bartolome, Nova., Quezon City, Philippines",San Bartolome,5.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,,,,,,,Administrative data
GSIS Village Elementary School,,,Sangandaan,6.0,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",,,121.0216865,14.6743462,,,,,Administrative data
Gymnazo Christian Academy,"B52L3, J. Abad Santos, Sta. Lucia, QC","B52L3, J. Abad Santos, Sta. Lucia, Quezon City, Philippines",Sta. Lucia,5.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.053286,14.7083063,,,,,Administrative data
Gymnazo Christian Academy,"B52L3, J. Abad Santos, Sta. Lucia, QC","B52L3, J. Abad Santos, Sta. Lucia, Quezon City, Philippines",Sta. Lucia,5.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.053286,14.7083063,,,,,Administrative data
Gymnazo Christian Academy,"B52L3, J. Abad Santos, Sta. Lucia, QC","B52L3, J. Abad Santos, Sta. Lucia, Quezon City, Philippines",Sta. Lucia,5.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.053286,14.7083063,,,,,Administrative data
"Hands of Children School, Inc.","#48 Narra St., Brgy Duyan-Duyan, Project 3, QC","48 Narra Street, Barangay Duyan-Duyan, Project 3, Quezon City, Philippines",Duyan-duyan,3.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0655975,14.6315301,,,,,Administrative data
"Hands of Children School, Inc.","#48 Narra St., Brgy Duyan-Duyan, Project 3, QC","48 Narra Street, Barangay Duyan-Duyan, Project 3, Quezon City, Philippines",Duyan-duyan,3.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0655975,14.6315301,,,,,Administrative data
"Headstart Montessori School, Inc.","#95 M. H. Del Pilar St., Brgy. Bungad, SFDM, QC","95 M. H. Del Pilar Street, Barangay Bungad, SFDM, Quezon City, Philippines",Bungad,1.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.022087,14.6521571,,,,,Administrative data
Headway School For Giftedness,"130B Matahimik St., UP Vill. Diliman, QC","130B Matahimik Street, UP Village Diliman, Quezon City, Philippines",U. P. Village,4.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0537229,14.6465735,,,,,Administrative data
Headway School For Giftedness,"130B Matahimik St., UP Vill. Diliman, QC","130B Matahimik Street, UP Village Diliman, Quezon City, Philippines",U. P. Village,4.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0537229,14.6465735,,,,,Administrative data
Headway School For Giftedness,"130B Matahimik St., UP Vill. Diliman, QC","130B Matahimik Street, UP Village Diliman, Quezon City, Philippines",U. P. Village,4.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0537229,14.6465735,,,,,Administrative data
Heuin Dol World Mission Christian Academy,"25 Villaflor Vill., Brgy. Gulod, Nova, QC","25 Villaflor Village, Barangay Gulod, Nova, Quezon City, Philippines",Gulod,5.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0382068,14.7120348,,,,,Administrative data
Heuin Dol World Mission Christian Academy,"25 Villaflor Vill., Brgy. Gulod, Nova, QC","25 Villaflor Village, Barangay Gulod, Nova, Quezon City, Philippines",Gulod,5.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0382068,14.7120348,,,,,Administrative data
Heuin Dol World Mission Christian Academy,"25 Villaflor Vill., Brgy. Gulod, Nova, QC","25 Villaflor Village, Barangay Gulod, Nova, Quezon City, Philippines",Gulod,5.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0382068,14.7120348,,,,,Administrative data
Holy Child Academy- Kingspoint,"21 King Ferdinand St., Kingspoint Subd. Bagbag, Novaliches. Quezon City","21 King Ferdinand Street, Kingspoint Subdivision Bagbag, Novaliches. Quezon City, Philippines",Bagbag,5.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0231957,14.6989204,,,,,Administrative data
Holy Child Academy- Kingspoint,"21 King Ferdinand St., Kingspoint Subd. Bagbag, Novaliches. Quezon City","21 King Ferdinand Street, Kingspoint Subdivision Bagbag, Novaliches. Quezon City, Philippines",Bagbag,5.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0231957,14.6989204,,,,,Administrative data
Holy Child Academy- Kingspoint,"21 King Ferdinand St., Kingspoint Subd. Bagbag, Novaliches. Quezon City","21 King Ferdinand Street, Kingspoint Subdivision Bagbag, Novaliches. Quezon City, Philippines",Bagbag,5.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0231957,14.6989204,,,,,Administrative data
Holy Child Academy- Kingspoint,"21 King Ferdinand St., Kingspoint Subd. Bagbag, Novaliches. Quezon City","21 King Ferdinand Street, Kingspoint Subdivision Bagbag, Novaliches. Quezon City, Philippines",Bagbag,5.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0231957,14.6989204,,,,,Administrative data
"holy child academy, inc","blk. 20, lot 1, #21 king ferdinand st. cor. katipunan ave, kingspoint subd., bagbag, quezon city, ncr, 1116","blk. 20, lot 1, 21 king ferdinand Street corner katipunan ave, kingspoint Subdivision, bagbag, quezon city, ncr, 1116, Philippines",Katipunan,1.0,Schools,Private,Private school,"QC Future Ready dashboard, Schools",6:00 AM,5:00 PM,,,,,,,Administrative data
"Holy Child Academy, Inc.","10 London Drive, Gulod, Novaliches Quezon City","10 London Drive, Gulod, Novaliches Quezon City, Philippines",Gulod,5.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0397015,14.7170306,,,,,Administrative data
"Holy Child Academy, Inc.","10 London Drive, Gulod, Novaliches Quezon City","10 London Drive, Gulod, Novaliches Quezon City, Philippines",Gulod,5.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",,,121.0397015,14.7170306,,,,,Administrative data
