,name_original,address,address_clean,barangay,district,major_division,sub_division,category,source_reference,open_hours,close_hours,longitude,latitude,frequency_mon_fri,frequency_saturday,frequency_sunday,bus_route,data_source
162,Blessed Sacrament Parochial School,"J.P. Ramoy St., Talipapa, Nova., QC","J.P. Ramoy Street, Talipapa, Nova., Quezon City, Philippines",Talipapa,6,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0232131,14.6861252,#N/A,#N/A,#N/A,#N/A,Administrative data
164,Bloomridge Integrated School,"#248 General Luis St., Brgy. Nova.,Nova., QC","248 General Luis Street, Barangay Nova.,Nova., Quezon City, Philippines",Novaliches Proper,5,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0384032,14.7217158,#N/A,#N/A,#N/A,#N/A,Administrative data
165,Bloomridge Integrated School,"#248 General Luis St., Brgy. Nova.,Nova., QC","248 General Luis Street, Barangay Nova.,Nova., Quezon City, Philippines",Novaliches Proper,5,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0384032,14.7217158,#N/A,#N/A,#N/A,#N/A,Administrative data
166,Bloomridge Integrated School,"#248 General Luis St., Brgy. Nova.,Nova., QC","248 General Luis Street, Barangay Nova.,Nova., Quezon City, Philippines",Novaliches Proper,5,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0384032,14.7217158,#N/A,#N/A,#N/A,#N/A,Administrative data
167,Bloomridge Integrated School,"#248 General Luis St., Brgy. Nova.,Nova., QC","248 General Luis Street, Barangay Nova.,Nova., Quezon City, Philippines",Novaliches Proper,5,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0384032,14.7217158,#N/A,#N/A,#N/A,#N/A,Administrative data
168,Blue Bonino Academy,"22 Unit A, Congressional Ave., Brgy. Bahay Toro, Quezon City","22 Unit A, Congressional Avenue, Barangay Bahay Toro, Quezon City, Philippines",Bahay Toro,1,Schools,Private,Special Education Program,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0216614,14.6647356,#N/A,#N/A,#N/A,#N/A,Administrative data
169,Blue Bonino Academy,"22 Unit A, Congressional Ave., Brgy. Bahay Toro, Quezon City","22 Unit A, Congressional Avenue, Barangay Bahay Toro, Quezon City, Philippines",Bahay Toro,1,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0216614,14.6647356,#N/A,#N/A,#N/A,#N/A,Administrative data
170,Blue Ridge Christian Aca.,"549 Boni Serrano Rd. Bayanihan, Murphy, Q.C.","549 Boni Serrano Road Bayanihan, Murphy, Quezon City, Philippines",Bayanihan,3,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.07097,14.61708,#N/A,#N/A,#N/A,#N/A,Administrative data
171,Blue Ridge Christian Aca.,"549 Boni Serrano Rd. Bayanihan, Murphy, Q.C.","549 Boni Serrano Road Bayanihan, Murphy, Quezon City, Philippines",Bayanihan,3,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.07097,14.61708,#N/A,#N/A,#N/A,#N/A,Administrative data
172,Blue Ridge Christian Aca.,"549 Boni Serrano Rd. Bayanihan, Murphy, Q.C.","549 Boni Serrano Road Bayanihan, Murphy, Quezon City, Philippines",Bayanihan,3,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.07097,14.61708,#N/A,#N/A,#N/A,#N/A,Administrative data
176,Bonifacio Memorial Elementary School,#N/A,#N/A,Unang Sigaw,6,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,120.9992825,14.6583025,#N/A,#N/A,#N/A,#N/A,Administrative data
180,"Brain Integrated School, Inc.","6 Biscayne St., Fairview Park, Subd., QC","6 Biscayne Street, Fairview Park, Subdivision, Quezon City, Philippines",Fairview,5,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0691705,14.6980256,#N/A,#N/A,#N/A,#N/A,Administrative data
181,"Brain Integrated School, Inc.","6 Biscayne St., Fairview Park, Subd., QC","6 Biscayne Street, Fairview Park, Subdivision, Quezon City, Philippines",Fairview,5,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0691705,14.6980256,#N/A,#N/A,#N/A,#N/A,Administrative data
182,"Brain Integrated School, Inc.","6 Biscayne St., Fairview Park, Subd., QC","6 Biscayne Street, Fairview Park, Subdivision, Quezon City, Philippines",Fairview,5,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0691705,14.6980256,#N/A,#N/A,#N/A,#N/A,Administrative data
183,"Brain Integrated School, Inc.","6 Biscayne St., Fairview Park, Subd., QC","6 Biscayne Street, Fairview Park, Subdivision, Quezon City, Philippines",Fairview,5,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0691705,14.6980256,#N/A,#N/A,#N/A,#N/A,Administrative data
185,"Breakthrough Christian Academy, Inc.","#9006 Eagle St., Sitio Veterans, Bagong Silangan, QC","9006 Eagle Street, Sitio Veterans, Bagong Silangan, Quezon City, Philippines",Bagong Silangan,2,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
186,"Breakthrough Christian Academy, Inc.","#9006 Eagle St., Sitio Veterans, Bagong Silangan, QC","9006 Eagle Street, Sitio Veterans, Bagong Silangan, Quezon City, Philippines",Bagong Silangan,2,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
187,breath of life christian community school inc.,"purok 5, road 7 phase 2 , lupang pangako, payatas, quezon city, ncr, 1119","purok 5, road 7 phase 2 , lupang pangako, payatas, quezon city, ncr, 1119, Philippines",Payatas,2,Schools,Private,Private school,"QC Future Ready dashboard, Schools",7:00AM,4:00PM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
188,Breath of Life Christian Community School Inc.,"#10 Purok 5 Phase 2, Lupang Pangako, Payatas B. QC.","10 Purok 5 Phase 2, Lupang Pangako, Payatas B. Quezon City., Philippines",Payatas,2,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.1068119,14.7186598,#N/A,#N/A,#N/A,#N/A,Administrative data
189,Breath of Life Christian Community School Inc.,"#10 Purok 5 Phase 2, Lupang Pangako, Payatas B. QC.","10 Purok 5 Phase 2, Lupang Pangako, Payatas B. Quezon City., Philippines",Payatas,2,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.1068119,14.7186598,#N/A,#N/A,#N/A,#N/A,Administrative data
195,"Bright Tree Kindercare,Inc.","125Road 1,Bagong Pa g-asa QC","125Road 1,Bagong Pa g-asa Quezon City, Philippines",Bagong Pag-asa,1,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
198,"Brilliant Juniors Academy, Inc","#Lot 8, P. Tuazon Blvd, Cor. C. Benitez St., San Martin Porres, QC","Lot 8, P. Tuazon Blvd, corner C. Benitez Street, San Martin Porres, Quezon City, Philippines",San Martin de Porres,4,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
199,"Brilliant Juniors Academy, Inc","#Lot 8, P. Tuazon Blvd, Cor. C. Benitez St., San Martin Porres, QC","Lot 8, P. Tuazon Blvd, corner C. Benitez Street, San Martin Porres, Quezon City, Philippines",San Martin de Porres,4,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
200,"Britesparks International School, Inc.","15 Metropoli Drive, Bagumbayan, Libis, Quezon City","15 Metropoli Drive, Bagumbayan, Libis, Quezon City, Philippines",Bagumbayan,3,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
201,"Britesparks International School, Inc.","15 Metropoli Drive, Bagumbayan, Libis, Quezon City","15 Metropoli Drive, Bagumbayan, Libis, Quezon City, Philippines",Bagumbayan,3,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
202,"Britesparks International School, Inc.","15 Metropoli Drive, Bagumbayan, Libis, Quezon City","15 Metropoli Drive, Bagumbayan, Libis, Quezon City, Philippines",Bagumbayan,3,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
203,"Britesparks International School, Inc.","15 Metropoli Drive, Bagumbayan, Libis, Quezon City","15 Metropoli Drive, Bagumbayan, Libis, Quezon City, Philippines",Bagumbayan,3,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
204,"Brittany Christian Academy, Inc.","77 Alpha Bldg., Bony Serrano Ave., Brgy. Bagong Lipunan","77 Alpha Building, Bony Serrano Avenue, Barangay Bagong Lipunan, Quezon City, Philippines",Bagong Lipunan ng Crame,4,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.050038,14.6098828,#N/A,#N/A,#N/A,#N/A,Administrative data
205,"Brittany Christian Academy, Inc.","77 Alpha Bldg., Bony Serrano Ave., Brgy. Bagong Lipunan","77 Alpha Building, Bony Serrano Avenue, Barangay Bagong Lipunan, Quezon City, Philippines",Bagong Lipunan ng Crame,4,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.050038,14.6098828,#N/A,#N/A,#N/A,#N/A,Administrative data
206,"Brittany Christian Academy, Inc.","77 Alpha Bldg., Bony Serrano Ave., Brgy. Bagong Lipunan","77 Alpha Building, Bony Serrano Avenue, Barangay Bagong Lipunan, Quezon City, Philippines",Bagong Lipunan ng Crame,4,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.050038,14.6098828,#N/A,#N/A,#N/A,#N/A,Administrative data
209,Bungad ES,#N/A,#N/A,Bungad,1,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.0248716,14.6511448,#N/A,#N/A,#N/A,#N/A,Administrative data
213,C.R.I.B. Ideal School,"# 1 Rd 21, Corner 18, Proj 8, Bahay Toro, QC","1 Rd 21, Corner 18, Proj 8, Bahay Toro, Quezon City, Philippines",Bahay Toro,1,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0199671,14.6662795,#N/A,#N/A,#N/A,#N/A,Administrative data
215,Camarilla Elementary School,#N/A,#N/A,San Roque,3,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.0631433,14.6148916,#N/A,#N/A,#N/A,#N/A,Administrative data
217,"Cambridge Children's Learning and Development, Inc. - Hemady","LG-1 Hemady Square, 86 Doña Hemady St., E. Rodriguez, Ave., QC","LG-1 Hemady Square, 86 Doña Hemady Street, E. Rodriguez, Avenue, Quezon City, Philippines",Kristong Hari,4,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0315689,14.6241141,#N/A,#N/A,#N/A,#N/A,Administrative data
218,"Cambridge Children's Learning and Development, Inc. - Hemady","LG-1 Hemady Square, 86 Doña Hemady St., E. Rodriguez, Ave., QC","LG-1 Hemady Square, 86 Doña Hemady Street, E. Rodriguez, Avenue, Quezon City, Philippines",Kristong Hari,4,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0315689,14.6241141,#N/A,#N/A,#N/A,#N/A,Administrative data
219,Camelean Academy,"#10. J. Ocampo St, Villa Maria Clara, Proj. 4, QC.","10. J. Ocampo St, Villa Maria Clara, Proj. 4, Quezon City., Philippines",Villa Maria Clara,3,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0698421,14.6175678,#N/A,#N/A,#N/A,#N/A,Administrative data
220,Camelean Academy,"#10. J. Ocampo St, Villa Maria Clara, Proj. 4, QC.","10. J. Ocampo St, Villa Maria Clara, Proj. 4, Quezon City., Philippines",Villa Maria Clara,3,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0698421,14.6175678,#N/A,#N/A,#N/A,#N/A,Administrative data
221,Camelean Academy,"#10. J. Ocampo St, Villa Maria Clara, Proj. 4, QC.","10. J. Ocampo St, Villa Maria Clara, Proj. 4, Quezon City., Philippines",Villa Maria Clara,3,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0698421,14.6175678,#N/A,#N/A,#N/A,#N/A,Administrative data
223,Camp Crame ES,#N/A,#N/A,Bagong Lipunan ng Crame,4,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.0517225,14.6056978,#N/A,#N/A,#N/A,#N/A,Administrative data
224,Camp Crame HS,#N/A,#N/A,Bagong Lipunan ng Crame,4,Schools,Public,High school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.0515376,14.6063449,#N/A,#N/A,#N/A,#N/A,Administrative data
225,Camp Gen. E. Aguinaldo HS,#N/A,#N/A,Camp Aguinaldo,3,Schools,Public,High school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.0644082,14.6124644,#N/A,#N/A,#N/A,#N/A,Administrative data
228,"Capitol Hills Christian School, Inc.","Filinvest 2 Rd., Batasan Hills, QC","Filinvest 2 Road, Batasan Hills, Quezon City, Philippines",Batasan Hills,2,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0994166,14.6904003,#N/A,#N/A,#N/A,#N/A,Administrative data
229,"Capitol Hills Christian School, Inc.","Filinvest 2 Rd., Batasan Hills, QC","Filinvest 2 Road, Batasan Hills, Quezon City, Philippines",Batasan Hills,2,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0994166,14.6904003,#N/A,#N/A,#N/A,#N/A,Administrative data
230,capstone highest achiever learning school inc.,"block 10, lot 2, north wind ave. queens rd. , north wind subd, nagkaisang nayon, quezon city, ncr, 1125","block 10, lot 2, north wind Avenue queens Road , north wind subd, nagkaisang nayon, quezon city, ncr, 1125, Philippines",Nagkaisang Nayon,5,Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,121.029503,14.7207833,#N/A,#N/A,#N/A,#N/A,Administrative data
231,Capstone Highest Achiever Learning School Inc.,"B-10L2 Queens Road., Cor. Northwind Ave.,","B-10L2 Queens Road., corner Northwind Avenue,, Quezon City, Philippines",#N/A,5,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0329915,14.712522,#N/A,#N/A,#N/A,#N/A,Administrative data
232,Capstone Highest Achiever Learning School Inc.,"B-10L2 Queens Road., Cor. Northwind Ave.,","B-10L2 Queens Road., corner Northwind Avenue,, Quezon City, Philippines",#N/A,5,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0329915,14.712522,#N/A,#N/A,#N/A,#N/A,Administrative data
233,Capstone Highest Achiever Learning School Inc.,"B-10L2 Queens Road., Cor. Northwind Ave.,","B-10L2 Queens Road., corner Northwind Avenue,, Quezon City, Philippines",#N/A,5,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0329915,14.712522,#N/A,#N/A,#N/A,#N/A,Administrative data
234,Carlos L. Albert HS,#N/A,#N/A,Santol,4,Schools,Public,High school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.0154118,14.6125832,#N/A,#N/A,#N/A,#N/A,Administrative data
235,Carlos P. Garcia HS,#N/A,#N/A,E. Rodriguez,3,Schools,Public,High school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.0544491,14.6294735,#N/A,#N/A,#N/A,#N/A,Administrative data
236,Carlos P. Romulo SHS(SHS within Bagong Pag-asa ES),#N/A,#N/A,Bagong Pag-asa,1,Schools,Public,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.034021,14.6626727,#N/A,#N/A,#N/A,#N/A,Administrative data
237,Carmel Child Dev. And Lrng. Ctr.,"#6 Jose St., Carmel III, T-sora, Q.C.","6 Jose Street, Carmel III, T-sora, Quezon City, Philippines",Tandang Sora,6,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0394934,14.6752337,#N/A,#N/A,#N/A,#N/A,Administrative data
239,"casa de carmel montessori, inc.","47, morning star drive, sanville subdivision, culiat, quezon city, ncr, 1128","47, morning star drive, sanville subdivision, culiat, quezon city, ncr, 1128, Philippines",Culiat,6,Schools,Private,Private school,"QC Future Ready dashboard, Schools",7:00AM,7:00PM,121.0488764,14.6642654,#N/A,#N/A,#N/A,#N/A,Administrative data
240,"CASA Montessori of Loyola Foundation, Inc.","Melchor St., Loyola Heights, Quezon City","Melchor Street, Loyola Heights, Quezon City, Philippines",Loyola Heights,3,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0686841,14.6411502,#N/A,#N/A,#N/A,#N/A,Administrative data
241,"CASA Montessori of Loyola Foundation, Inc.","Melchor St., Loyola Heights, Quezon City","Melchor Street, Loyola Heights, Quezon City, Philippines",Loyola Heights,3,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0686841,14.6411502,#N/A,#N/A,#N/A,#N/A,Administrative data
243,catholic filipino academy (cfa) inc.,"81, pantabangan street, nia village, tandang sora, quezon city, ncr, 1116","81, pantabangan street, nia village, tandang sora, quezon city, ncr, 1116, Philippines",Tandang Sora,6,Schools,Private,Private school,"QC Future Ready dashboard, Schools",6:00AM,5:00PM,121.0498894,14.6924101,#N/A,#N/A,#N/A,#N/A,Administrative data
